HGNC	model organism	sex	line	effect on lifespan	lifespan % change - mean	lifespan % change - median	lifespan % change - max	intervention deteriorates	intervention improves	main effect on lifespan	intervention method	tissue	doi	pmid
SNAI1	fly Drosophila melanogaster	male	Canton-s w1118	increases lifespan	n/a	20	9			loss of function	gene modification		10.1371/journal.pgen.1001037	n/a
SMOC1	fly Drosophila melanogaster	male	w1118	increases lifespan	11.64	2.13	10.4			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	female	w1118	increases lifespan	13.85	18.42	9.8			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	male	w1118	increases lifespan	23.77	8.89	13.4			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	female	w1118	increases lifespan	9.34	4.7	8			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	female	w1118	increases lifespan	4.66	0	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	male	w1118	increases lifespan	20.13	14.29	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	female	w1118	no change	0.12	0	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	male	w1118	decreases lifespan	-3.91	-4.44	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	female	w1118	increases lifespan	0.67	4.44	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	male	w1118	decreases lifespan	-3.98	7.5	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	female	w1118	increases lifespan	5.28	2.22	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	male	w1118	increases lifespan	8.59	9.3	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	female	w1118	increases lifespan	2.63	2.56	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	male	w1118	increases lifespan	20.72	20.59	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	female	w1118	increases lifespan	4.6	8.57	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	male	w1118	increases lifespan	18.39	9.09	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	female	w1118	increases lifespan	36.55	27.78	26			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	male	w1118	increases lifespan	-0.53	11.76	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	female	w1118	increases lifespan	23.43	27.78	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	male	w1118	decreases lifespan	-3.68	0	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	female	w1118	increases lifespan	13	9.1	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	male	w1118	increases lifespan	32.7	36.8	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	female	w1118	increases lifespan	15	21	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC1	fly Drosophila melanogaster	male	w1118	increases lifespan	29.5	31.6	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SLC19A1	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-45	-48	-41	reproductive function		loss of function	gene knockout		10.1186/1471-213X-10-46	n/a
CYB5R3	fly Drosophila melanogaster	male	w1118	increases lifespan	10.59	10.5	12.6		lipid metabolism,oxidation/antioxidant function,stress responce	gain of function	additional copies of a gene in the genome		10.1038/npjamd.2016.6	n/a
CYB5R3	fly Drosophila melanogaster	female	w1118	increases lifespan	n/a	8.8	12			gain of function	additional copies of a gene in the genome		10.1038/npjamd.2016.6	n/a
CYB5R3	fly Drosophila melanogaster	female	w1118	decreases lifespan	n/a	-11.1	-7.8			gain of function	additional copies of a gene in the genome		10.1038/npjamd.2016.6	n/a
CYB5R3	fly Drosophila melanogaster	female	w1118	decreases lifespan	n/a	-9.3	-6.4			gain of function	additional copies of a gene in the genome		10.1038/npjamd.2016.6	n/a
CYB5R3	fly Drosophila melanogaster	male	w1118	increases lifespan	5.6	8	7.9			gain of function	additional copies of a gene in the genome	fat body	10.1038/npjamd.2016.6	n/a
CYB5R3	fly Drosophila melanogaster	female	w1118	increases lifespan	17.47	16.8	21		oxidation/antioxidant function,stress responce,lipid metabolism	gain of function	additional copies of a gene in the genome		10.1038/npjamd.2016.6	n/a
CYB5R3	fly Drosophila melanogaster	female	w1118	no change	1.7	0	-1.9			gain of function	additional copies of a gene in the genome	fat body	10.1038/npjamd.2016.6	n/a
CYB5R3	fly Drosophila melanogaster	male	w1118	improves survival under stress conditions	20.7	23.4	7.8			gain of function	additional copies of a gene in the genome		10.1038/npjamd.2016.6	n/a
CYB5R3	fly Drosophila melanogaster	female	w1118	improves survival under stress conditions	5.6	3.6	1.7			gain of function	additional copies of a gene in the genome		10.1038/npjamd.2016.6	n/a
CYB5R3	fly Drosophila melanogaster	male	w1118	improves survival under stress conditions	n/a	55.7	21.6			gain of function	additional copies of a gene in the genome		10.1038/npjamd.2016.6	n/a
CYB5R3	fly Drosophila melanogaster	female	w1118	improves survival under stress conditions	n/a	31.3	22.9			gain of function	additional copies of a gene in the genome		10.1038/npjamd.2016.6	n/a
CYB5R3	mouse	male	C57BL/6J	increases lifespan	n/a	2.5	5		glucose metabolism	gain of function	additional copies of a gene in the genome		10.1038/npjamd.2016.6	n/a
NOS3	mouse	male	C57BL/6J x 129	decreases lifespan	n/a	n/a	n/a	cardiovascular system		loss of function	gene knockout		10.1016/j.yjmcc.2004.05.005	n/a
NOS3	mouse	female	C57BL/6 x 129	no change	n/a	n/a	n/a			loss of function	gene knockout		10.1016/j.yjmcc.2004.05.005	n/a
DHFR	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	28.8	24.2	26.9			loss of function	RNA interferention		10.1038/s41467-021-23856-9	n/a
TYMS	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	20.2	23.5	21.1			loss of function	RNA interferention		10.1038/s41467-021-23856-9	n/a
TYMS	roundworm Caenorhabditis elegans	hermaphrodites	LGIII/pha-1, e2123	increases lifespan	12.9	26.9	0			loss of function	interfering RNA transgene		10.1016/j.mad.2016.01.004	n/a
TYMS	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	29.6	23.5	13.3			loss of function	RNA interferention		10.1038/s41467-021-23856-9	n/a
TYMS	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	30.5	23.5	28.6			loss of function	RNA interferention		10.1038/s41467-021-23856-9	n/a
TYMS	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	30.1	41.2	28.6			loss of function	RNA interferention		10.1038/s41467-021-23856-9	n/a
TYMS	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	25.3	23.5	13.3			loss of function	RNA interferention		10.1371/journal.pgen.1000213	n/a
TYMS	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	21.4	14.3	20			loss of function	RNA interferention		10.1371/journal.pgen.1000213	n/a
TYMS	roundworm Caenorhabditis elegans	hermaphrodites	LGIII/pha-1, e2123	increases lifespan	155.4	175	107.7			loss of function	interfering RNA transgene		10.1016/j.mad.2016.01.004	n/a
TYMS	roundworm Caenorhabditis elegans	hermaphrodites	LGIII/pha-1, e2123	increases lifespan	9.3	0	13.6			loss of function	interfering RNA transgene		10.1016/j.mad.2016.01.004	n/a
TYMS	roundworm Caenorhabditis elegans	hermaphrodites	LGIII/pha-1, e2123	increases lifespan	14.4	13.6	7.4			loss of function	interfering RNA transgene		10.1016/j.mad.2016.01.004	n/a
FBN1	mouse	male	C57BL/6J	decreases lifespan	n/a	n/a	n/a	cardiovascular system		loss of function	gene modification to reduce protein activity/stability		10.1002/path.2840	n/a
SIRT2	fly Drosophila melanogaster	all	w1118	increases lifespan	n/a	10	2.4			gain of function	additional copies of a gene in the genome		10.18632/aging.100599	n/a
SIRT2	fly Drosophila melanogaster	all	w1118	decreases lifespan	n/a	-19	-19			gain of function	additional copies of a gene in the genome		10.18632/aging.100599	n/a
SIRT2	fly Drosophila melanogaster	all	w1118	decreases lifespan	n/a	-13.5	-8			gain of function	additional copies of a gene in the genome		10.18632/aging.100599	n/a
SIRT2	fly Drosophila melanogaster	all	w1118	increases lifespan	n/a	10.2	10.5			gain of function	additional copies of a gene in the genome		10.18632/aging.100599	n/a
SIRT2	fly Drosophila melanogaster	all	w1118	increases lifespan	n/a	7.9	7.9			gain of function	additional copies of a gene in the genome		10.18632/aging.100599	n/a
SIRT2	fly Drosophila melanogaster	all	w1118	increases lifespan	n/a	18.4	11.9			gain of function	additional copies of a gene in the genome	neurons	10.18632/aging.100599	n/a
SIRT2	fly Drosophila melanogaster	all	w1118	increases lifespan	n/a	16.7	11			gain of function	additional copies of a gene in the genome		10.18632/aging.100599	n/a
SIRT2	fly Drosophila melanogaster	all	w1118	increases lifespan	n/a	16.7	18.8			gain of function	additional copies of a gene in the genome		10.18632/aging.100599	n/a
SIRT2	fly Drosophila melanogaster	all	w1118	decreases lifespan	n/a	-5	-3.2			gain of function	additional copies of a gene in the genome		10.18632/aging.100599	n/a
MMP14	mouse	all	C57BL/6J	decreases lifespan	n/a	n/a	n/a	DNA metabolism,cytoskeleton organization,building and protection of telomeres,senescence,nucleus structure,inflammation,cardiovascular system,skin,bone,muscle,renal function,liver,proliferation		loss of function	gene knockout		10.15252/embj.201490594	n/a
MMP14	mouse	all	C57BL/6J	decreases lifespan	n/a	n/a	n/a	cardiovascular system,DNA metabolism,cytoskeleton organization,building and protection of telomeres,senescence,nucleus structure,inflammation,skin,bone,muscle,renal function,liver,proliferation		loss of function	gene knockout		10.15252/embj.201490594	n/a
YAP1	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases lifespan	-16.2	-13.3	-20			gain of function	additional copies of a gene in the genome		10.1016/j.yexcr.2013.01.020	n/a
YAP1	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	5.8	13.9	5		locomotor function	loss of function	gene knockout		10.1016/j.yexcr.2013.01.020	n/a
YAP1	roundworm Caenorhabditis elegans	hermaphrodites	N2	decreases survival under stress conditions	-4.1	-17	-14.2		locomotor function	loss of function	gene knockout		10.1016/j.yexcr.2013.01.020	n/a
YAP1	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	12.8	10.7	17.6			gain of function	additional copies of a gene in the genome		10.1016/j.yexcr.2013.01.020	n/a
YAP1	roundworm Caenorhabditis elegans	hermaphrodites	N2	improves survival under stress conditions	9.8	8	6.4			gain of function	additional copies of a gene in the genome		10.1016/j.yexcr.2013.01.020	n/a
ATG5	mouse	all	C57BL/6	increases lifespan	n/a	16.7	18.9		oxidation/antioxidant function,stress responce,insulin sensitivity,autophagy,body composition,locomotor function	gain of function	additional copies of a gene in the genome		10.1038/ncomms3300	n/a
ATG5	mouse	female	C57BL/6	increases lifespan	n/a	15.9	22.7		oxidation/antioxidant function,stress responce,insulin sensitivity,autophagy,body composition,locomotor function	gain of function	additional copies of a gene in the genome		10.1038/ncomms3300	n/a
ATG5	mouse	male	C57BL/6	increases lifespan	n/a	17.3	15.7		oxidation/antioxidant function,stress responce,insulin sensitivity,autophagy,body composition,locomotor function	gain of function	additional copies of a gene in the genome		10.1038/ncomms3300	n/a
ATG5	mouse	all	C57BL/6	increases lifespan	n/a	13.1	18.3		oxidation/antioxidant function,stress responce,insulin sensitivity,autophagy,body composition,locomotor function	gain of function	additional copies of a gene in the genome		10.1038/ncomms3300	n/a
ATG5	mouse	all	C57BL/6	increases lifespan	n/a	9.4	8.8		oxidation/antioxidant function,stress responce,insulin sensitivity,autophagy,body composition,locomotor function	gain of function	additional copies of a gene in the genome		10.1038/ncomms3300	n/a
ATG5	mouse	all	C57BL/6	increases lifespan	n/a	14.9	15.8		oxidation/antioxidant function,stress responce,insulin sensitivity,autophagy,body composition,locomotor function	gain of function	additional copies of a gene in the genome		10.1038/ncomms3300	n/a
AKT3	roundworm Caenorhabditis elegans	not specified	N2	increases lifespan	n/a	33.3	25			loss of function	RNA interferention		10.1371/journal.pone.0069178	n/a
AKT3	roundworm Caenorhabditis elegans	hermaphrodites	N2	increases lifespan	n/a	42.2	25			loss of function	RNA interferention		10.1371/journal.pone.0069178	n/a
AKT3	roundworm Caenorhabditis elegans	hermaphrodites	rrf3, pk1426	increases lifespan	30.9	n/a	n/a			loss of function	RNA interferention		10.1101/gad.1308205	n/a
AKT3	roundworm Caenorhabditis elegans	hermaphrodites	rrf3, pk1426	increases lifespan	68.4	n/a	n/a			loss of function	RNA interferention		10.1101/gad.1308205	n/a
AKT3	fly Drosophila melanogaster	not specified	n/a	decreases lifespan	n/a	-48	-11			gain of function	additional copies of a gene in the genome	neurons	10.1111/acel.12989	n/a
AKT3	fly Drosophila melanogaster	male	w1118	decreases lifespan	-11.4	-15	-10			loss of function	interfering RNA transgene		10.1371/journal.pgen.1001159	n/a
AKT3	fly Drosophila melanogaster	female	w1118	decreases lifespan	-7.4	-7	-7			loss of function	interfering RNA transgene		10.1371/journal.pgen.1001159	n/a
SMOC2	fly Drosophila melanogaster	male	w1118	increases lifespan	11.64	2.13	10.4			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC2	fly Drosophila melanogaster	female	w1118	increases lifespan	13.85	18.42	9.8		reproductive function	gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC2	fly Drosophila melanogaster	male	w1118	increases lifespan	23.77	8.89	13.4			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC2	fly Drosophila melanogaster	female	w1118	increases lifespan	9.34	4.7	8	reproductive function		gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC2	fly Drosophila melanogaster	female	w1118	increases lifespan	4.66	0	n/a	reproductive function		gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC2	fly Drosophila melanogaster	male	w1118	increases lifespan	20.13	14.29	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC2	fly Drosophila melanogaster	female	w1118	no change	0.12	0	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC2	fly Drosophila melanogaster	male	w1118	decreases lifespan	-3.91	-4.44	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC2	fly Drosophila melanogaster	female	w1118	increases lifespan	0.67	4.44	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC2	fly Drosophila melanogaster	male	w1118	decreases lifespan	-3.98	7.5	n/a			gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
SMOC2	fly Drosophila melanogaster	female	w1118	increases lifespan	5.28	2.22	n/a		reproductive function	gain of function	additional copies of a gene in the genome		10.1007/s00438-008-0400-z	n/a
